pet_id,pet_scientific_name,pet_vernacular_name,pet_genus,pet_family,pet_body_shape,pet_traits,pet_max_length,pet_max_weight,pet_longevity,pet_habitat,pet_temperature,pet_ph_range,pet_water_hardness,pet_tank_size,pet_migration_type,pet_danger,pet_is_native,pet_comments,pet_aquarium,pet_cost,pet_image_ref,pet_banned,pet_invasive_risk,pet_care_level,pet_diet
38t,Chelodina steindachneri,Steindachner’s snake-necked turtle,Chelodina,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 4, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Brown"", ""dorsal_colour"": ""Brown/Yellow"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Light yellow""}, ""iucn_status"": ""Not Assessed (as of 2024)"", ""iucn_trend"": ""Unknown""}",27.1,1.297,37.0,Wetlands,,,,110.0,,,Not Native,"Used as Food-human, Pets. Side-necked retraction mechanism. Usually exhibits Diurnal activity patterns.",,,,,,,"{""main_type"": ""Carnivorous"", ""remarks"": ""Meats, Fish; Prawns""}"
39t,Chelodina walloyarrina,Kimberley snake-necked turtle,Chelodina,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 4, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Tan, black"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Yellowish brown""}, ""iucn_status"": ""Not Assessed (as of 2024)"", ""iucn_trend"": ""Unknown""}",31.6,2.19,37.0,Wetlands,,,,120.0,,,Not Native,"Used as Food-human, Pets. Side-necked retraction mechanism. Usually exhibits Diurnal activity patterns.",,,,,,,"{""main_type"": ""Carnivorous"", ""remarks"": ""Invertebrates, Fish""}"
40t,Chelonia mydas,"Green turtle, green sea turtle",Chelonia,Cheloniidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 1, ""no_of_toes_hind"": 1}}","{""turtle"": {""carapace_colour"": ""Olive color, brown , grayish , black"", ""dorsal_colour"": ""Black/Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Light yellow or white""}, ""iucn_status"": ""Least Concern (as of 2024)"", ""iucn_trend"": ""Decreasing""}",153.0,380.0,75.0,Wetlands,,,,600.0,,,Native,Used as Food-human. Hidden-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.,,,,,,,"{""main_type"": ""Herbivorous"", ""remarks"": ""Omnivorous during some life stages; ranging from carnivorous on marine animals as juveniles to becoming mostly herbivorous on marine plants as adults""}"
41t,Chelonoidis carbonarius,"Red-footed tortoise, Jabuti-v ermelho, Morrocoy pata roja",Chelonoidis,Testudinidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Yellow brown, black brown"", ""dorsal_colour"": ""Black/Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Light yellow, grayish brown""}, ""iucn_status"": ""Vulnerable (as of 2024)"", ""iucn_trend"": ""Increasing""}",60.0,32.223,49.0,Forest,,,,240.0,,,Not Native,"Used as Pets/display animals, Food-human. Hidden-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.",,,,,,,"{""main_type"": ""Herbivorous"", ""remarks"": ""Carrion, Live Or Dead Plants Or Fruits, Fungi, Flowers, Soil, Sand,Worms, Snails And Insects""}"
42t,Chelonoidis chilensis,Chaco tortoise,Chelonoidis,Testudinidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Yellow, light yellow"", ""dorsal_colour"": ""Brown/Yellow"", ""dorsal_pattern"": ""Striped"", ""underside_colour"": ""Light yellow""}, ""iucn_status"": ""Vulnerable (as of 2024)"", ""iucn_trend"": ""Unspecified""}",45.0,15.129,19.8,Forest,,,,180.0,,,Not Native,"Used as Food-human, Pets. Hidden-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.",,,,,,,"{""main_type"": ""Herbivorous"", ""remarks"": ""Plants""}"
43t,Chelonoidis denticulatus,"Yellow-footed tortoise, Jabuti-tinga, Morrocoy pata amarilla",Chelonoidis,Testudinidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Yellow, brown"", ""dorsal_colour"": ""Yellow"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Yellow,  brown black""}, ""iucn_status"": ""Vulnerable (as of 2024)"", ""iucn_trend"": ""Increasing""}",94.0,78.316,35.2,Forest/Grassland,,,,370.0,,,Not Native,"Used as Food-human, Pets. Hidden-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.",,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Grasses, Fallen Fruit, Plants, Mushrooms, Slow-Moving Invertebrates Such As Snails, Worms, And Others They Are Able To Capture""}"
44t,Chelonoidis niger,Floreana giant tortoise,Chelonoidis,Testudinidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Khaki"", ""dorsal_colour"": ""Brown/Yellow"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Yellow""}, ""iucn_status"": ""Extinct (as of 2024)"", ""iucn_trend"": ""Unspecified""}",187.0,417.0,177.0,Forest/Shrubland,,,,740.0,,,Not Native,"Used as Other chemicals, Food-human. Hidden-necked retraction mechanism. Usually exhibits Diurnal activity patterns.",,,,,,,"{""main_type"": ""Herbivorous"", ""remarks"": ""Plants""}"
45t,Chelus fimbriata,"Amazon matamata, Mata-matá amazonica",Chelus,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Reddish brown"", ""dorsal_colour"": ""Black/Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Yellow, brown""}, ""iucn_status"": ""Least Concern (as of 2024)"", ""iucn_trend"": ""Stable""}",95.0,13.0,35.8,Forest/Wetlands,,,,370.0,,,Not Native,Used as Pets/display animals. Side-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.,,,,,,,"{""main_type"": ""Carnivorous"", ""remarks"": ""Amphibians, Invertebrates, Fish""}"
46t,Chelus orinocensis,"Orinoco matamata, Matamata del orinoco",Chelus,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Yellowish brown"", ""dorsal_colour"": ""Black/Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Dark brown""}, ""iucn_status"": ""Least Concern (as of 2024)"", ""iucn_trend"": ""Decreasing""}",52.6,13.0,35.8,Forest/Wetlands,,,,210.0,,,Not Native,Used as Pets. Side-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.,,,,,,,"{""main_type"": ""Carnivorous"", ""remarks"": ""Amphibians, Invertebrates, Fish""}"
47t,Chelydra acutirostris,"South american snapping turtle, Tortuga pímpano",Chelydra,Chelydridae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Olive brown , dark brown, olive grayish black"", ""dorsal_colour"": ""Brown/Yellow"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Yellow, yellowish brown or grey""}, ""iucn_status"": ""Near Threatened (as of 2024)"", ""iucn_trend"": ""Unspecified""}",41.0,34.0,47.0,Wetlands,,,,160.0,,,Not Native,Used as Food-human. Hidden-necked retraction mechanism. Usually exhibits Nocturnal activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""omnivorous on aquatic plants and animals,including carrion""}"
48t,Chelydra rossignonii,Central american snapping turtle,Chelydra,Chelydridae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Dark grayish to black"", ""dorsal_colour"": ""Brown/Gray/Yellow"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Cream yellow, white""}, ""iucn_status"": ""Vulnerable (as of 2024)"", ""iucn_trend"": ""Unknown""}",47.0,12.0,47.0,Wetlands,,,,190.0,,,Not Native,Used as Food-human. Hidden-necked retraction mechanism. Usually exhibits Nocturnal activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Amphibians, Invertebrates, Fish, Plants""}"
49t,Chelydra serpentina,Snapping turtle,Chelydra,Chelydridae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Black brown yellowish brown, brown grayish"", ""dorsal_colour"": ""Brown/Yellow"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Brown or grayish brown""}, ""iucn_status"": ""Least Concern (as of 2024)"", ""iucn_trend"": ""Stable""}",55.0,35.0,50.0,Marine Coastal/Wetlands,,,,220.0,,,Not Native,Used as Food-human. Hidden-necked retraction mechanism. Usually exhibits Nocturnal activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Amphibians, Fish, Reptiles, Mammals, Plants""}"
50t,Chersina angulata,Angulate tortoise,Chersina,Testudinidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""yellowish brown , brown black"", ""dorsal_colour"": ""Brown/Yellow"", ""dorsal_pattern"": ""Blotched"", ""underside_colour"": ""Brown or yellowish brown,  black brown""}, ""iucn_status"": ""Least Concern (as of 2024)"", ""iucn_trend"": ""Stable""}",35.1,7.658,32.0,Marine Coastal/Shrubland,,,,140.0,,,Not Native,"Used as Food-human, Pets. Hidden-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.",,,,,,,"{""main_type"": ""Herbivorous"", ""remarks"": ""Plants""}"
51t,Chersobius boulengeri,"Karoo dwarf tortoise, Karoo padloper",Chersobius,Testudinidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Brown , brown grayish"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""White, grey""}, ""iucn_status"": ""Endangered (as of 2024)"", ""iucn_trend"": ""Decreasing""}",11.0,0.89,32.0,Rocky/Shrubland,,,,40.0,,,Not Native,Used as Pets. Hidden-necked retraction mechanism. Usually exhibits Diurnal activity patterns.,,,,,,,"{""main_type"": ""Herbivorous"", ""remarks"": ""Plants""}"
52t,Chersobius signatus,"Speckled dwarf tortoise, Speckled tortoise, Speckled padloper",Chersobius,Testudinidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Light yellow"", ""dorsal_colour"": ""Brown/Orange"", ""dorsal_pattern"": ""Blotched"", ""underside_colour"": ""Light yellow""}, ""iucn_status"": ""Endangered (as of 2024)"", ""iucn_trend"": ""Decreasing""}",11.0,0.319,32.0,Rocky/Shrubland,,,,40.0,,,Not Native,Used as Pets. Hidden-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.,,,,,,,"{""main_type"": ""Herbivorous"", ""remarks"": ""Plants""}"
53t,Chersobius solus,"Nama dwarf tortoise, Nama padloper",Chersobius,Testudinidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Yellowish brown"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Yellow, brown""}, ""iucn_status"": ""Vulnerable (as of 2024)"", ""iucn_trend"": ""Unspecified""}",117.0,0.351,32.0,Rocky/Shrubland,,,,460.0,,,Not Native,Used as Pets. Hidden-necked retraction mechanism. Usually exhibits Diurnal activity patterns.,,,,,,,"{""main_type"": ""Herbivorous"", ""remarks"": ""Plants""}"
54t,Chitra chitra,Asian narrow-headed softshell turtle,Chitra,Trionychidae,"{""turtle"": {""shell_type"": ""Softshell"", ""no_of_toes_fore"": 2, ""no_of_toes_hind"": 3}}","{""turtle"": {""carapace_colour"": ""Yellow, light brown"", ""dorsal_colour"": ""Black/Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Yellow""}, ""iucn_status"": ""Critically Endangered (as of 2024)"", ""iucn_trend"": ""Decreasing""}",150.0,254.0,140.0,Wetlands,,,,590.0,,,Native,"Used as Food-human, Pets. Hidden-necked retraction mechanism. Usually exhibits Diurnal activity patterns.",,,,,,,"{""main_type"": ""Carnivorous"", ""remarks"": ""Fish; Frogs; Molluscs""}"
55t,Chitra indica,Indian narrow-headed softshell turtle,Chitra,Trionychidae,"{""turtle"": {""shell_type"": ""Softshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 3}}","{""turtle"": {""carapace_colour"": ""Grayish"", ""dorsal_colour"": ""Green"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Light yellow""}, ""iucn_status"": ""Endangered (as of 2024)"", ""iucn_trend"": ""Unspecified""}",150.0,201.781,140.0,Wetlands,,,,590.0,,,Not Native,"Used as Food-human, Pets, Other chemicals. Hidden-necked retraction mechanism. Usually exhibits Diurnal activity patterns.",,,,,,,"{""main_type"": ""Carnivorous"", ""remarks"": ""Amphibians, Invertebrates, Fish, Mammals,""}"
56t,Chitra vandijki,Burmese narrow-headed softshell turtle,Chitra,Trionychidae,"{""turtle"": {""shell_type"": ""Softshell"", ""no_of_toes_fore"": 3, ""no_of_toes_hind"": 3}}","{""turtle"": {""carapace_colour"": ""Grayish brown, black"", ""dorsal_colour"": ""Green"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""White""}, ""iucn_status"": ""Critically Endangered (as of 2024)"", ""iucn_trend"": ""Decreasing""}",100.0,111.954,140.0,Wetlands,,,,390.0,,,Not Native,Used as Food-human. Hidden-necked retraction mechanism. Usually exhibits Diurnal activity patterns.,,,,,,,"{""main_type"": ""Carnivorous"", ""remarks"": ""Fish, Shrimp, Crabs, Mollusks And A Few Aquatic Plants""}"
57t,Chrysemys dorsalis,Southern painted turtle,Chrysemys,Emydidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Dark brown, black"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Striped"", ""underside_colour"": ""Yellow""}, ""iucn_status"": ""Least Concern (as of 2024)"", ""iucn_trend"": ""Unspecified""}",16.0,0.596,20.6,Wetlands,,,,60.0,,,Not Native,"Used as Research, Pets, Establishing ex-situ production. Hidden-necked retraction mechanism. Usually exhibits Diurnal activity patterns.",,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Invertebrates, Plants""}"
58t,Chrysemys picta,Painted turtle,Chrysemys,Emydidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Olive green to black"", ""dorsal_colour"": ""Black"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Yellow to cream color""}, ""iucn_status"": ""Least Concern (as of 2024)"", ""iucn_trend"": ""Stable""}",26.6,2.006,61.0,Wetlands,,,,100.0,,,Not Native,"Used as Research, Pets, Establishing ex-situ production. Hidden-necked retraction mechanism. Usually exhibits Diurnal activity patterns.",,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Plants, Small Animals, Such As Fish, Crustaceans, Aquatic Insects, And Some Carrion""}"
59t,Claudius angustatus,Narrow-bridged musk turtle,Claudius,Kinosternidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Brown , light brown"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Blotched"", ""underside_colour"": ""Orange yellow""}, ""iucn_status"": ""Near Threatened (as of 2024)"", ""iucn_trend"": ""Unspecified""}",16.5,0.733,16.1,Wetlands,,,,60.0,,,Not Native,"Used as Food-human, Pets. Hidden-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.",,,,,,,"{""main_type"": ""Carnivorous"", ""remarks"": ""Amphibians,Insects,Mollusks""}"
60t,Clemmys guttata,Spotted turtle,Clemmys,Emydidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Black, yellow spot"", ""dorsal_colour"": ""Black"", ""dorsal_pattern"": ""Blotched"", ""underside_colour"": ""Orange ,  black""}, ""iucn_status"": ""Endangered (as of 2024)"", ""iucn_trend"": ""Decreasing""}",12.7,0.305,110.0,Forest/Wetlands,,,,50.0,,,Not Native,"Used as Pets, Establishing ex-situ production. Hidden-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.",,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Algae, Leaves Of Soft Aquatic Plants, And Water Lily Seeds,Worms, Mollusks, Crustaceans, Adult And Larval Insects, Amphibian Eggs And Larvae, And Carrion""}"
61t,Cuora amboinensis,Southeast asian box turtle,Cuora,Geoemydidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Dark black"", ""dorsal_colour"": ""Black/Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Light yellow""}, ""iucn_status"": ""Endangered (as of 2024)"", ""iucn_trend"": ""Decreasing""}",25.0,2.261,38.2,Forest/Wetlands,,,,100.0,,,Native,"Used as Establishing ex-situ production, Food-human, pets. Hidden-necked retraction mechanism. Usually exhibits Nocturnal activity patterns.",,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Invertebrates, Plants""}"
62t,Cuora aurocapitata,Yellow-headed box turtle,Cuora,Geoemydidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Black brown"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Light yellow, black""}, ""iucn_status"": ""Critically Endangered (as of 2024)"", ""iucn_trend"": ""Unspecified""}",19.5,0.693571732584582,4.3,Wetlands,,,,80.0,,,Not Native,"Used as Food-human, Pets. Hidden-necked retraction mechanism. Usually exhibits Nocturnal activity patterns.",,,,,,,"{""main_type"": ""Carnivorous"", ""remarks"": ""Crabs, Fish, Shrimp And Insects""}"
63t,Cuora bourreti,Bourret’s box turtle,Cuora,Geoemydidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Dark yellow to brown"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Light yellow black spot""}, ""iucn_status"": ""Critically Endangered (as of 2024)"", ""iucn_trend"": ""Decreasing""}",20.8,0.999697036920448,19.1,Forest,,,,80.0,,,Not Native,"Used as Other household goods, Food-human, animal-human, Pets. Hidden-necked retraction mechanism. Usually exhibits Diurnal activity patterns.",,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Insects, Shrimp, Fish, Vegetables, Tomatoes And Fruits, Etc""}"
64t,Cuora cyclornata,Southern vietnamese three-striped box turtle,Cuora,Geoemydidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Brown"", ""dorsal_colour"": ""Green"", ""dorsal_pattern"": ""Striped"", ""underside_colour"": ""Brown to black""}, ""iucn_status"": ""Critically Endangered (as of 2024)"", ""iucn_trend"": ""Unspecified""}",35.0,2.1415949839372,19.1,Wetlands,,,,140.0,,,Not Native,Used as Food-human. Hidden-necked retraction mechanism. Usually exhibits Diurnal activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Insect larvae, small earthworms, amphipods, fish, mussel meat, crab meat, shrimps, grasshoppers, crickets, pellet food, ripe fruit""}"
65t,Cuora flavomarginata,Yellow-margined box turtle,Cuora,Geoemydidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Brown crimson"", ""dorsal_colour"": ""Brown/Yellow"", ""dorsal_pattern"": ""Striped"", ""underside_colour"": ""Brown black""}, ""iucn_status"": ""Endangered (as of 2024)"", ""iucn_trend"": ""Unspecified""}",19.5,1.127,19.1,Forest,,,,80.0,,,Not Native,"Used as Food-human, Pets. Hidden-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.",,,,,,,"{""main_type"": ""Carnivorous"", ""remarks"": ""Mollusks,Terrestrial Worms,Leaves,Seeds, Grains,Nuts,Fruit""}"
