Order,Family,Species,"FishBase name",Occurrence,"Name(s) in Territory",Pictures
Tetraodontiformes,Balistidae,"Abalistes stellatus","Starry triggerfish",native,"Malay : Jebong","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Abste_u4.jpg"", ""Open image"")"
Lophiiformes,Antennariidae,"Abantennarius coccineus","Scarlet frogfish",native,"Malay : Lepu merah","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Ancoc_ud.jpg"", ""Open image"")"
Beloniformes,Belonidae,"Ablennes hians","Flat needlefish",native,"Malay : Todak nipis","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Abhia_m0.jpg"", ""Open image"")"
Ovalentaria/misc,Pomacentridae,"Abudefduf bengalensis","Bengal sergeant",native,"Malay : Gombing Benggala","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Abben_u6.jpg"", ""Open image"")"
Ovalentaria/misc,Pomacentridae,"Abudefduf lorenzi","Black-tail sergeant",native,"Malay : Gombing ekor hitam","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Ablor_u2.jpg"", ""Open image"")"
Ovalentaria/misc,Pomacentridae,"Abudefduf notatus","Yellowtail sergeant",native,"Malay : Gombing ekor kuning","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Abnot_u4.jpg"", ""Open image"")"
Ovalentaria/misc,Pomacentridae,"Abudefduf septemfasciatus","Banded sergeant",native,"Malay : Gombing jalur tujuh","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Absep_u0.jpg"", ""Open image"")"
Ovalentaria/misc,Pomacentridae,"Abudefduf sexfasciatus","Scissortail sergeant",native,"Malay : Gombing ekor gunting","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Absex_u0.jpg"", ""Open image"")"
Ovalentaria/misc,Pomacentridae,"Abudefduf sordidus","Blackspot sergeant",native,"Malay : Gombing tompok hitam","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Absor_u6.jpg"", ""Open image"")"
Ovalentaria/misc,Pomacentridae,"Abudefduf vaigiensis","Indo-Pacific sergeant",native,"Malay : Gombing jalur lima","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Abvai_ub.jpg"", ""Open image"")"
Eupercaria/misc,Cepolidae,"Acanthocepola abbreviata",Bandfish,native,"Malay : Reben tanda kuning","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Acabb_u0.jpg"", ""Open image"")"
Ovalentaria/misc,Pomacentridae,"Acanthochromis polyacanthus","Spiny chromis",native,"Malay : Kepal laut jalur","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Acpol_u0.jpg"", ""Open image"")"
Scombriformes,Scombridae,"Acanthocybium solandri",Wahoo,native,"Malay : Tenggiri wahoo","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Acsol_ua.jpg"", ""Open image"")"
Eupercaria/misc,Sparidae,"Acanthopagrus berda","Goldsilk seabream",native,"Malay : Mengkuku","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Acber_u9.jpg"", ""Open image"")"
Eupercaria/misc,Sparidae,"Acanthopagrus pacificus","Pacific seabream",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Acpac_u1.jpg"", ""Open image"")"
Cypriniformes,Cobitidae,"Acanthopsoides molobrion",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Acmol_u1.jpg"", ""Open image"")"
Cypriniformes,Cobitidae,"Acanthopsoides robertsi",,native,,"No picture yet."
Acanthuriformes,Acanthuridae,"Acanthurus auranticavus","Orange-socket surgeonfish",native,"Malay : Debam jingga","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Acaur_u2.jpg"", ""Open image"")"
Acanthuriformes,Acanthuridae,"Acanthurus bariene","Blackspot surgeonfish",native,"Malay : Debam tanda","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Acbar_u0.jpg"", ""Open image"")"
Acanthuriformes,Acanthuridae,"Acanthurus japonicus","Japan surgeonfish",native,"Malay : Debam Jepun","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Acjap_u5.jpg"", ""Open image"")"
Acanthuriformes,Acanthuridae,"Acanthurus lineatus","Lined surgeonfish",native,"Malay : Debam jalur","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Aclin_ud.jpg"", ""Open image"")"
Acanthuriformes,Acanthuridae,"Acanthurus mata","Elongate surgeonfish",native,"Malay : Debam topeng kuning","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Acmat_u5.jpg"", ""Open image"")"
Acanthuriformes,Acanthuridae,"Acanthurus nigricans","Whitecheek surgeonfish",native,"Malay : Debam pipi putih","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Acnig_u0.jpg"", ""Open image"")"
Acanthuriformes,Acanthuridae,"Acanthurus nigricauda","Epaulette surgeonfish",native,"Malay : Debam palit hitam","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Acnig_um.jpg"", ""Open image"")"
Acanthuriformes,Acanthuridae,"Acanthurus nigrofuscus","Brown surgeonfish",native,"Malay : Debam perang","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Acnig_uq.jpg"", ""Open image"")"
Acanthuriformes,Acanthuridae,"Acanthurus olivaceus","Orangespot surgeonfish",native,"Malay : Debam palit jingga","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Acoli_u8.jpg"", ""Open image"")"
Acanthuriformes,Acanthuridae,"Acanthurus triostegus","Convict surgeonfish",native,"Malay : Debam belang","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Actri_u9.jpg"", ""Open image"")"
Acanthuriformes,Acanthuridae,"Acanthurus xanthopterus","Yellowfin surgeonfish",native,"Malay : Debam sirip kuning","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Acxan_u6.jpg"", ""Open image"")"
Cypriniformes,Cobitidae,"Acantopsis dialuzona",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Accho_u1.jpg"", ""Open image"")"
Cypriniformes,Cobitidae,"Acantopsis octoactinotos",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Acoct_u0.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Acentrogobius cyanomos",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Accya_u4.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Acentrogobius moloanus","Barcheek Amoya",native,"Malay : Belodok gelang","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Ammol_u1.gif"", ""Open image"")"
Gobiiformes,Gobiidae,"Acentrogobius nebulosus","Shadow goby",native,"Malay : Belodok baying","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Acneb_u0.jpg"", ""Open image"")"
Pleuronectiformes,Soleidae,"Achiroides leucorhynchos",,native,"English : Sole","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Acleu_ud.jpg"", ""Open image"")"
Pleuronectiformes,Soleidae,"Achiroides melanorhynchus",,native,"English : Sole","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Acmel_u1.jpg"", ""Open image"")"
Tetraodontiformes,Monacanthidae,"Acreichthys tomentosus","Bristle-tail file-fish",native,"Malay : Barat-barat jalur putih","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Actom_u7.jpg"", ""Open image"")"
Siluriformes,Akysidae,"Acrochordonichthys falcifer",,native,,"No picture yet."
Siluriformes,Akysidae,"Acrochordonichthys pachyderma",,native,,"No picture yet."
Siluriformes,Akysidae,"Acrochordonichthys rugosus",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Acrug_u0.gif"", ""Open image"")"
Siluriformes,Akysidae,"Acrochordonichthys septentrionalis","Maeklong chameleon catfish",native,,"No picture yet."
Syngnathiformes,Centriscidae,"Aeoliscus strigatus","Jointed Razorfish",native,"Malay : Pisau lipat","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Aestr_u1.jpg"", ""Open image"")"
Perciformes/Serranoidei,Epinephelidae,"Aethaloperca rogaa","Redmouth grouper",native,"Malay : Kerapu mulut merah","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Aerog_u7.jpg"", ""Open image"")"
Myliobatiformes,Aetobatidae,"Aetobatus ocellatus","Ocellated eagle ray",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Aenar_u6.jpg"", ""Open image"")"
Myliobatiformes,Myliobatidae,"Aetomylaeus maculatus","Mottled eagle ray",native,"Malay : Pari-lang tompok putih","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Aemac_u0.jpg"", ""Open image"")"
Myliobatiformes,Myliobatidae,"Aetomylaeus milvus",,native,"English : Eagle ray","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Aemil_u0.gif"", ""Open image"")"
Myliobatiformes,Myliobatidae,"Aetomylaeus nichofii","Banded eagle ray",native,"Malay : Pari-lang jalur","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Aenic_u3.jpg"", ""Open image"")"
Myliobatiformes,Myliobatidae,"Aetomylaeus vespertilio","Ornate eagle ray",native,"Malay : Pari-lang bunga","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Aeves_u0.jpg"", ""Open image"")"
Siluriformes,Akysidae,"Akysis hendricksoni",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Akhen_u1.jpg"", ""Open image"")"
Siluriformes,Akysidae,"Akysis microps",,endemic,,"No picture yet."
Albuliformes,Albulidae,"Albula vulpes",Bonefish,native,"Malay : Bandang bulat","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Alvul_u0.jpg"", ""Open image"")"
Cypriniformes,Cyprinidae,"Albulichthys albuloides",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Alalb_u0.gif"", ""Open image"")"
Carangiformes,Carangidae,"Alectis ciliaris","African pompano",native,"Malay : Rambai ebek","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Alcil_u7.jpg"", ""Open image"")"
Carangiformes,Carangidae,"Alepes djedaba","Shrimp scad",native,"Malay : Pelata keledek","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Aldje_u2.jpg"", ""Open image"")"
Carangiformes,Carangidae,"Alepes melanoptera","Blackfin scad",native,"Malay : Pelata malam","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Almel_u3.jpg"", ""Open image"")"
Carangiformes,Carangidae,"Alepes vari","Herring scad",native,"Malay : Pelata bali","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Alvar_u3.jpg"", ""Open image"")"
Batrachoidiformes,Batrachoididae,"Allenbatrachus grunniens","Grunting toadfish",native,"Malay : Gedempu singa","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Algru_u3.jpg"", ""Open image"")"
Batrachoidiformes,Batrachoididae,"Allenbatrachus reticulatus",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Alret_u0.gif"", ""Open image"")"
Lamniformes,Alopiidae,"Alopias pelagicus","Pelagic thresher",native,"Malay : Yu ekor panjang","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Alpel_u3.jpg"", ""Open image"")"
Tetraodontiformes,Monacanthidae,"Aluterus monoceros","Unicorn leatherjacket filefish",native,"Malay : Barat-barat","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Almon_u1.jpg"", ""Open image"")"
Tetraodontiformes,Monacanthidae,"Aluterus scriptus","Scrawled Filefish",native,"Malay : Barat-barat celoreng biru","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Alscr_uc.jpg"", ""Open image"")"
Ovalentaria/misc,Ambassidae,"Ambassis buruensis","Buru glass perchlet",native,"Malay : Seriding buru","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Ambur_u1.jpg"", ""Open image"")"
Ovalentaria/misc,Ambassidae,"Ambassis dussumieri","Malabar glassy perchlet",native,"Malay : Seriding kilat Malabar","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Amdus_u0.jpg"", ""Open image"")"
Ovalentaria/misc,Ambassidae,"Ambassis gymnocephalus","Bald glassy",native,"Malay : Seriding botak","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Amgym_u7.jpg"", ""Open image"")"
Ovalentaria/misc,Ambassidae,"Ambassis interrupta","Long-spined glass perchlet",native,"Malay : Seriding duri","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Amint_u1.jpg"", ""Open image"")"
Ovalentaria/misc,Ambassidae,"Ambassis miops","Flag-tailed glass perchlet",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Ammio_u1.jpg"", ""Open image"")"
Ovalentaria/misc,Ambassidae,"Ambassis octava","The eighth Malaysian glass-perchlet",native,"Malay : Ikan seriding","No picture yet."
Ovalentaria/misc,Ambassidae,"Ambassis urotaenia","Banded-tail glassy perchlet",native,"Malay : Seriding jalur","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Amuro_u0.gif"", ""Open image"")"
Siluriformes,Amblycipitidae,"Amblyceps foratum",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Amfor_u0.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Amblyeleotris diagonalis","Diagonal shrimp goby",native,"Malay : Belodok belang miring","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Amdia_u5.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Amblyeleotris guttata","Spotted prawn-goby",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Amgut_u7.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Amblyeleotris latifasciata","Wide-barred shrimpgoby",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Amlat_u1.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Amblyeleotris randalli","Randall's prawn-goby",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Amran_u4.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Amblyeleotris rubrimarginata","Redmargin shrimpgoby",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Amrub_u2.jpg"", ""Open image"")"
Clupeiformes,Dorosomatidae,"Amblygaster leiogaster","Smoothbelly sardinella",native,"Malay : Tamban-beluru siantan","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Amlei_u0.jpg"", ""Open image"")"
Clupeiformes,Dorosomatidae,"Amblygaster sirm","Spotted sardinella",native,"Malay : Tamban-beluru tompok","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Amsir_u0.jpg"", ""Open image"")"
Ovalentaria/misc,Pomacentridae,"Amblyglyphidodon aureus","Golden damselfish",native,"Malay : Bombin emas","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Amaur_uc.jpg"", ""Open image"")"
Ovalentaria/misc,Pomacentridae,"Amblyglyphidodon curacao","Staghorn damselfish",native,"Malay : Bombin karang","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Amcur_u6.jpg"", ""Open image"")"
Ovalentaria/misc,Pomacentridae,"Amblyglyphidodon indicus","Maldives damselfish",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Amind_u0.jpg"", ""Open image"")"
Ovalentaria/misc,Pomacentridae,"Amblyglyphidodon ternatensis","Ternate damsel",native,"Malay : Bombin daun","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Amter_u1.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Amblygobius stethophthalmus","Freckled goby",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Amste_ub.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Amblyotrypauchen arctocephalus","Armour eelgoby",native,,"No picture yet."
Cypriniformes,Danionidae,"Amblypharyngodon atkinsonii","Burmese carplet",native,"Malay : Bombin Burma","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Amatk_u0.jpg"", ""Open image"")"
Cypriniformes,Cyprinidae,"Amblyrhynchichthys truncatus",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Amtru_u1.jpg"", ""Open image"")"
Ovalentaria/misc,Pomacentridae,"Amphiprion akallopisos","Skunk clownfish",native,"Malay : Inggu uban","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Amaka_u5.jpg"", ""Open image"")"
Ovalentaria/misc,Pomacentridae,"Amphiprion biaculeatus","Spinecheek anemonefish",native,"Malay : Inggu pipi duri","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Prbia_u5.jpg"", ""Open image"")"
Ovalentaria/misc,Pomacentridae,"Amphiprion clarkii","Yellowtail clownfish",native,"Malay : Inggu belang","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Amcla_uq.jpg"", ""Open image"")"
Ovalentaria/misc,Pomacentridae,"Amphiprion ephippium","Saddle anemonefish",native,"Malay : Inggu pelana","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Ameph_u3.jpg"", ""Open image"")"
Ovalentaria/misc,Pomacentridae,"Amphiprion frenatus","Tomato clownfish",native,"Malay : Inggu tomato","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Amfre_u9.jpg"", ""Open image"")"
Ovalentaria/misc,Pomacentridae,"Amphiprion ocellaris","Clown anemonefish",native,"Malay : Inggu badut","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Amoce_u0.jpg"", ""Open image"")"
Ovalentaria/misc,Pomacentridae,"Amphiprion perideraion","Pink anemonefish",native,"Malay : Inggu calit","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Amper_ue.jpg"", ""Open image"")"
Ovalentaria/misc,Pomacentridae,"Amphiprion polymnus","Saddleback clownfish",native,"Malay : Inggu pelana putih","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Ampol_u5.jpg"", ""Open image"")"
Ovalentaria/misc,Pomacentridae,"Amphiprion sandaracinos","Yellow clownfish",native,"Malay : Inggu buran","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Amsan_u6.jpg"", ""Open image"")"
Anabantiformes,Anabantidae,"Anabas testudineus","Climbing perch",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Antes_u5.jpg"", ""Open image"")"
Tetraodontiformes,Monacanthidae,"Anacanthus barbatus","Bearded leatherjacket",native,"Malay : Seligi","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Anbar_u2.jpg"", ""Open image"")"
Eupercaria/misc,Labridae,"Anampses geographicus","Geographic wrasse",native,"Malay : Nuri benua","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Angeo_m3.jpg"", ""Open image"")"
Cypriniformes,Cyprinidae,"Anematichthys repasson",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Cyrep_u2.jpg"", ""Open image"")"
Anguilliformes,Anguillidae,"Anguilla bengalensis","Indian mottled eel",native,"Malay : Belut Benggala","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Anben_u4.jpg"", ""Open image"")"
Anguilliformes,Anguillidae,"Anguilla bicolor","Indonesian shortfin eel",native,"Malay : Belut dwiwarna","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Anbic_u3.jpg"", ""Open image"")"
Anguilliformes,Anguillidae,"Anguilla malgumora","Indonesian longfinned eel",native,"Malay : Belut sirip panjang","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Anmal_u1.jpg"", ""Open image"")"
Clupeiformes,Dorosomatidae,"Anodontostoma chacunda","Chacunda gizzard shad",native,"Malay : Kebasi kuasi","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Ancha_u1.jpg"", ""Open image"")"
Clupeiformes,Dorosomatidae,"Anodontostoma thailandiae","Thai gizzard shad",native,"Malay : Kebasi Siam","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Antha_u1.gif"", ""Open image"")"
Rhinopristiformes,Pristidae,"Anoxypristis cuspidata","Pointed sawfish",native,"Malay : Pari-gergaji jarang","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Ancus_u0.jpg"", ""Open image"")"
Lophiiformes,Antennariidae,"Antennarius hispidus","Shaggy angler",native,"Malay : Lepu harimau","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Anhis_u3.jpg"", ""Open image"")"
Lophiiformes,Antennariidae,"Antennarius striatus","Striated frogfish",native,"Malay : Lepu belang","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Anstr_u2.jpg"", ""Open image"")"
Perciformes/Serranoidei,Epinephelidae,"Anyperodon leucogrammicus","Slender grouper",native,"Malay : Kerapu belang putih","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Anleu_u0.jpg"", ""Open image"")"
Eupercaria/misc,Lutjanidae,"Aphareus furca","Small toothed jobfish",native,"Malay : Kerisi-guntur basi","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Apfur_u3.jpg"", ""Open image"")"
Eupercaria/misc,Lutjanidae,"Aphareus rutilans","Rusty jobfish",native,"Malay : Kerisi-guntur merah","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Aprut_u2.jpg"", ""Open image"")"
Perciformes/Scorpaenoidei,Apistidae,"Apistus carinatus","Ocellated waspfish",native,"Malay : Depu tebuan","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Apcar_u5.jpg"", ""Open image"")"
Cyprinodontiformes,Aplocheilidae,"Aplocheilus panchax","Blue panchax",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Appan_m0.jpg"", ""Open image"")"
